0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,1
12,1
13,0
14,1
15,0
16,0
17,1
18,0
19,1
20,0
21,1
22,2
23,2
24,1
25,1
26,1
27,1
28,1
29,4
30,1
31,1
32,2
33,1
34,2
35,1
36,3
37,1
38,1
39,1
40,0
41,1
42,3
43,1
44,1
45,0
46,0
47,2
48,9
49,1
50,1
51,1
52,2
53,1
54,1
55,0
56,1
57,0
58,1
59,2
60,2
61,3
62,1
63,3
64,1
65,1
66,3
67,2
68,3
69,1
70,1
71,9
72,1
73,1
74,2
75,1
76,1
77,1
78,2
79,1
80,5
81,1
82,3
83,0
84,4
85,0
86,2
87,2
88,2
89,1
90,1
91,1
92,0
93,1
94,3
95,1
96,0
97,0
98,0
99,1
100,1
101,1
102,0
103,1
104,1
105,3
106,0
107,0
108,7
109,0
110,0
111,4
112,1
113,5
114,1
115,1
116,2
117,2
118,1
119,8
120,7
121,18
122,1
123,2
124,1
125,5
126,13
127,1
128,0
129,1
130,1
131,2
132,1
133,1
134,13
135,1
136,1
137,1
138,6
139,1
140,43
141,1
142,1
143,1
144,1
145,4
146,1
147,1
148,1
149,1
150,1
151,1
152,0
153,1
154,1
155,1
156,9
157,2
158,2
159,1
160,2
161,1
162,0
163,1
164,2
165,2
166,1
167,27
168,2
169,1
170,10
171,3
172,96
173,1
174,33
175,16
176,8
177,4
178,4
179,1
180,1
181,7
182,8
183,1
184,2
185,1
186,1
187,1
188,1
189,1
190,0
191,0
192,1
193,4
194,6
195,11
196,1
197,3
198,41
199,61
200,6
201,60
202,21
203,1
204,56
205,1
206,11
207,1
208,1
209,0
210,18
211,70
212,60
213,178
214,2
215,75
216,3
217,1
218,0
219,48
220,2
221,2
222,5
223,2
224,56
225,0
226,2
227,106
228,36
229,4
230,3
231,2
232,2
233,2
234,0
235,51
236,1
237,46
238,1
239,37
240,40
241,2
242,94
243,228
244,2
245,37
246,77
247,146
248,12
249,1
250,61
251,1
252,35
253,67
254,2
255,1
256,1
257,1
258,1
259,2
260,124
261,2
262,1
263,1
264,52
265,2
266,10
267,1
268,1
269,4
270,1
271,1
272,0
273,34
274,119
275,14
276,1
277,38
278,2
279,303
280,11
281,2
282,0
283,1
284,1
285,85
286,247
287,160
288,23
289,103
290,1
291,83
292,1
293,16
294,132
295,2
296,9
297,0
298,46
299,4
300,0
301,184
302,157
303,19
304,4
305,138
306,3
307,1
308,28
309,1
310,2
311,1
312,3
313,145
314,49
315,4
316,1
317,2
318,156
319,1
320,0
321,50
322,240
323,1
324,29
325,10
326,2
327,36
328,0
329,125
330,80
331,2
332,82
333,2
334,314
335,102
336,1
337,1
338,222
339,270
340,3
341,1
342,1
343,282
344,161
345,4
346,7
347,1
348,4
349,2
350,8
351,38
352,1
353,79
354,1
355,155
356,85
357,3
358,1
359,38
360,209
361,45
362,1
363,98
364,293
365,2
366,1
367,1
368,1
369,282
370,2
371,54
372,0
373,1
374,2
375,236
376,2
377,244
378,2
379,2
380,1
381,1
382,20
383,145
384,2
385,15
386,81
387,105
388,4
389,1
390,48
391,13
392,2
393,25
394,1
395,15
396,608
397,54
398,1
399,75
400,2
401,1
402,4
403,112
404,0
405,55
406,280
407,200
408,46
409,24
410,10
411,1
412,2
413,2
414,88
415,3
416,3
417,167
418,3
419,129
420,1
421,8
422,31
423,1
424,136
425,353
426,99
427,181
428,53
429,1
430,0
431,3
432,2
433,0
434,140
435,1
436,42
437,107
438,88
439,0
440,300
441,54
442,5
443,1
444,3
445,1
446,14
447,1
448,1
449,307
450,4
451,2
452,1047
453,3
454,41
455,12
456,36
457,2
458,1
459,105
460,341
461,0
462,251
463,5
464,2
465,0
466,5
467,177
468,1
469,250
470,296
471,1
472,186
473,2
474,1
475,2
476,2
477,1
478,34
479,1
480,25
481,2
482,2
483,2
484,3
485,1
486,2
487,213
488,4
489,13
490,108
491,10
492,2
493,3
494,49
495,41
496,1
497,209
498,2
499,1
500,48
501,1
502,62
503,127
504,141
505,228
506,1
507,199
508,3
509,50
510,300
511,1
512,3
513,16
514,1
515,3
516,1
517,14
518,367
519,1
520,1
521,44
522,1
523,0
524,173
525,3
526,248
527,101
528,68
529,1
530,4
531,1
532,0
533,76
