0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,1
10,0
11,0
12,0
13,0
14,1
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,2
23,0
24,0
25,2
26,0
27,1
28,0
29,1
30,1
31,1
32,0
33,1
34,0
35,0
36,2
37,2
38,1
39,1
40,1
41,1
42,0
43,0
44,0
45,1
46,0
47,0
48,1
49,1
50,1
51,2
52,1
53,0
54,3
55,1
56,1
57,2
58,0
59,2
60,0
61,1
62,1
63,1
64,0
65,1
66,2
67,0
68,1
69,2
70,2
71,0
72,0
73,0
74,1
75,0
76,1
77,2
78,3
79,1
80,0
81,1
82,1
83,1
84,1
85,1
86,0
87,1
88,1
89,1
90,2
91,1
92,0
93,0
94,2
95,3
96,1
97,3
98,2
99,2
100,1
101,2
102,0
103,1
104,5
105,2
106,2
107,1
108,0
109,0
110,1
111,1
112,5
113,2
114,1
115,2
116,1
117,4
118,1
119,2
120,1
121,1
122,1
123,3
124,1
125,4
126,2
127,1
128,0
129,4
130,1
131,2
132,2
133,2
134,1
135,1
136,1
137,2
138,2
139,0
140,3
141,2
142,1
143,1
144,5
145,3
146,1
147,3
148,1
149,1
150,3
151,1
152,1
153,2
154,0
155,1
156,2
157,0
158,1
159,0
160,2
161,2
162,1
163,1
164,2
165,2
166,1
167,4
168,3
169,2
170,11
171,2
172,1
173,3
174,1
175,0
176,1
177,1
178,4
179,3
180,0
181,5
182,2
183,1
184,1
185,4
186,4
187,0
188,1
189,1
190,1
191,1
192,1
193,1
194,0
195,1
196,1
197,1
198,1
199,1
200,1
201,1
202,1
203,1
204,1
205,1
206,0
207,1
208,1
209,4
210,3
211,2
212,2
213,1
214,3
215,2
216,1
217,2
218,3
219,1
220,3
221,3
222,3
223,5
224,1
225,2
226,4
227,1
228,8
229,1
230,1
231,1
232,1
233,5
234,3
235,1
236,0
237,0
238,3
239,13
240,2
241,4
242,3
243,1
244,1
245,0
246,4
247,13
248,1
249,1
250,3
251,1
252,14
253,2
254,2
255,4
256,0
257,4
258,1
259,1
260,1
261,1
262,9
263,4
264,1
265,2
266,1
267,1
268,15
269,4
270,2
271,2
272,2
273,1
274,7
275,5
276,0
277,0
278,10
279,0
280,0
281,0
282,1
283,1
284,7
285,0
286,0
287,5
288,0
289,5
290,2
291,2
292,2
293,6
294,4
295,16
296,1
297,2
298,9
299,0
300,0
301,1
302,6
303,2
304,2
305,0
306,8
307,3
308,1
309,1
310,16
311,2
312,17
313,1
314,0
315,1
316,5
317,4
318,2
319,0
320,0
321,5
322,9
323,0
324,0
325,1
326,25
327,1
328,1
329,7
330,0
331,2
332,2
333,1
334,6
335,1
336,1
337,2
338,9
339,3
340,1
341,17
342,1
343,1
344,1
345,0
346,44
347,3
348,0
349,2
350,3
351,4
352,1
353,1
354,0
355,24
356,2
357,1
358,1
359,7
360,2
361,17
362,0
363,15
364,0
365,2
366,3
367,2
368,0
369,4
370,3
371,1
372,0
373,1
374,19
375,14
376,1
377,0
378,0
379,1
380,1
381,7
382,1
383,4
384,0
385,0
386,29
387,0
388,12
389,2
390,2
391,15
392,1
393,1
394,7
395,2
396,64
397,32
398,0
399,1
400,8
401,8
402,1
403,2
404,1
405,1
406,1
407,2
408,1
409,12
410,1
411,1
412,4
413,1
414,1
415,10
416,18
417,6
418,1
419,1
420,1
421,7
422,2
423,16
424,0
425,8
426,25
427,13
428,1
429,1
430,1
431,54
432,22
433,5
434,1
435,0
436,7
437,0
438,1
439,1
440,2
441,1
442,0
443,3
444,8
445,2
446,3
447,0
448,4
449,0
450,1
451,3
452,6
453,28
454,35
455,0
456,0
457,14
458,1
459,5
460,15
461,9
462,1
463,1
464,1
465,7
466,1
467,1
468,9
469,1
470,1
471,1
472,8
473,5
474,48
475,1
476,1
477,7
478,7
479,2
480,1
481,8
482,1
483,3
484,71
485,32
486,15
487,12
488,1
489,13
490,17
491,16
492,5
493,16
494,4
495,1
496,15
497,0
498,6
499,12
500,0
501,1
502,4
503,7
504,3
505,0
506,0
507,0
508,10
509,5
510,2
511,32
512,6
513,1
514,1
515,17
516,0
517,1
518,7
519,1
520,8
521,8
522,90
523,51
524,27
525,0
526,1
527,12
528,0
529,1
530,1
531,1
532,1
533,1
