0,0
1,0
2,1
3,0
4,0
5,0
6,0
7,0
8,0
9,1
10,1
11,0
12,0
13,0
14,1
15,0
16,0
17,0
18,1
19,2
20,1
21,1
22,0
23,1
24,0
25,0
26,3
27,1
28,1
29,2
30,1
31,0
32,0
33,0
34,1
35,1
36,0
37,1
38,1
39,0
40,0
41,0
42,1
43,1
44,2
45,0
46,1
47,1
48,2
49,1
50,0
51,0
52,1
53,1
54,1
55,1
56,1
57,2
58,1
59,1
60,1
61,1
62,0
63,1
64,2
65,1
66,1
67,0
68,1
69,2
70,0
71,1
72,3
73,4
74,2
75,0
76,1
77,1
78,1
79,1
80,1
81,2
82,1
83,1
84,3
85,0
86,1
87,0
88,2
89,2
90,1
91,2
92,4
93,1
94,1
95,1
96,1
97,0
98,1
99,1
100,1
101,2
102,0
103,3
104,1
105,3
106,2
107,1
108,0
109,1
110,0
111,2
112,5
113,1
114,1
115,0
116,4
117,1
118,1
119,1
120,1
121,0
122,2
123,0
124,0
125,1
126,0
127,1
128,2
129,1
130,4
131,1
132,1
133,5
134,1
135,2
136,1
137,2
138,1
139,1
140,2
141,2
142,1
143,5
144,1
145,0
146,3
147,3
148,0
149,2
150,1
151,1
152,1
153,1
154,2
155,3
156,1
157,2
158,0
159,1
160,1
161,2
162,3
163,1
164,7
165,1
166,2
167,1
168,3
169,2
170,1
171,3
172,0
173,0
174,3
175,0
176,1
177,2
178,1
179,1
180,1
181,1
182,0
183,1
184,1
185,8
186,0
187,2
188,1
189,5
190,3
191,0
192,2
193,5
194,2
195,6
196,6
197,2
198,1
199,3
200,1
201,1
202,4
203,7
204,1
205,1
206,7
207,8
208,0
209,1
210,1
211,0
212,0
213,1
214,0
215,3
216,0
217,2
218,1
219,2
220,0
221,0
222,0
223,2
224,2
225,2
226,3
227,5
228,2
229,2
230,1
231,5
232,6
233,0
234,1
235,3
236,1
237,4
238,2
239,1
240,2
241,0
242,1
243,1
244,3
245,1
246,1
247,0
248,2
249,1
250,2
251,2
252,0
253,3
254,1
255,1
256,2
257,5
258,2
259,0
260,1
261,2
262,1
263,2
264,1
265,2
266,0
267,2
268,0
269,3
270,1
271,1
272,2
273,2
274,14
275,1
276,1
277,2
278,0
279,2
280,1
281,2
282,6
283,0
284,12
285,0
286,2
287,0
288,3
289,15
290,3
291,0
292,1
293,3
294,1
295,1
296,0
297,1
298,5
299,0
300,0
301,5
302,2
303,2
304,1
305,1
306,0
307,1
308,4
309,0
310,0
311,1
312,1
313,3
314,4
315,3
316,1
317,0
318,2
319,1
320,1
321,1
322,1
323,2
324,2
325,1
326,0
327,0
328,1
329,0
330,1
331,1
332,2
333,6
334,0
335,1
336,0
337,1
338,1
339,4
340,4
341,25
342,1
343,2
344,2
345,0
346,13
347,5
348,8
349,41
350,4
351,7
352,1
353,0
354,1
355,1
356,2
357,1
358,1
359,1
360,0
361,2
362,7
363,30
364,1
365,2
366,2
367,7
368,1
369,1
370,5
371,0
372,1
373,20
374,5
375,1
376,2
377,1
378,10
379,1
380,0
381,10
382,8
383,12
384,2
385,6
386,2
387,1
388,2
389,19
390,1
391,1
392,6
393,9
394,13
395,1
396,0
397,9
398,1
399,1
400,1
401,6
402,12
403,1
404,0
405,2
406,0
407,1
408,4
409,3
410,2
411,1
412,6
413,1
414,2
415,8
416,2
417,0
418,16
419,1
420,1
421,1
422,8
423,1
424,9
425,2
426,1
427,1
428,1
429,8
430,1
431,1
432,3
433,5
434,1
435,6
436,0
437,3
438,6
439,2
440,12
441,30
442,1
443,1
444,1
445,1
446,1
447,3
448,1
449,14
450,1
451,2
452,0
453,1
454,1
455,9
456,1
457,10
458,1
459,18
460,1
461,16
462,50
463,1
464,11
465,1
466,6
467,2
468,3
469,20
470,34
471,0
472,21
473,5
474,5
475,1
476,40
477,1
478,17
479,6
480,1
481,0
482,7
483,1
484,3
485,1
486,23
487,8
488,0
489,2
490,1
491,1
492,12
493,1
494,1
495,1
496,1
497,5
498,17
499,21
500,19
501,33
502,84
503,48
504,1
505,2
506,1
507,1
508,1
509,29
510,12
511,1
512,1
513,15
514,1
515,1
516,2
517,17
518,1
519,51
520,26
521,1
522,13
523,84
524,2
525,1
526,1
527,8
528,59
529,1
530,1
531,0
532,50
533,56
